N ID,Visit name,Quarter ID_original,Combined1,Combined,SCM Type,AID,Type of bacteria,Type of bacteria1,Bacteria_groups,Bacteria_groups_code,Any_pathogen,NAS,Mammaliicoccus,NASM,Gram_neg,Other_bac,Staph_au,Not_iden,Strept,Code for bacterial class,CMT score,Bacterial growth,Quarter ID,QP,QP_RL,QP_FH,T_shape,T_lesion,T_congenital1,AID,AID_original,B_mastitis,Age,Age_code,Breed,Breed1,Breed_Code,BCS,BCS_code,BCS1,A_my,Milk yield_code,L_stage,L_stage code,Pregnancy,Parity,Parity_code,Parity_code1,U_symmetry,U_shape,T_block,T_congenital,T_position,C_hind_quarter,U_dis,H_any_dis,H_lameness,H_cm,H_abort,H_calf_m,FID_original,FID,District,Visit name,F_mastitis,BMSCC,Log10BMSCC,R_system,Rs_code,Month,Season,Education,TN_Buffalo,N_lactating,Breeds,Breed_code,Feeding_S,T_feed,B_source,Wash_buffalo,Control_milk,Wash_udder,Dry_udder,T_dipping,T_hand_milk1,T_hand_milk,Fre_milking,Udder_hygiene,Milker_hygiene,N_milker,Milk_cm_last
277,Bhola,F96A2HL,Culture negative,Culture negative,1,150,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F96A2HL,HL,Left,Hind,1,0,0,150,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,,,4,1,2,1,1,1,1,3,0,0,1,1,0,1,0,0,0,0,96,65,Bhola,Bhola,1,"521,000",5.72,Bathan,0,March,1,2,23,7,Both,0,1,1,0,0,1,0,0,3,4,1,1,4,2,0,0
1102,Noakhali,F239A1FL,Culture negative,Culture negative,1,609,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F239A1FL,FL,Left,Front,1,0,0,609,1,1,5,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,7,2,2,1,1,1,1,3,0,0,4,2,0,0,0,0,0,0,239,202,Noakhali,Noakhali,1,"886,000",5.95,Semi-Bathan,1,March,1,1,49,8,River type,1,2,1,0,0,1,0,0,3,4,1,1,4,3,0,0
1089,Rajshahi,F234A2FL,Corynebacterium xerosis Kocuria rhizophila,Corynebacterium,0,601,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Double,F234A2FL,FL,Left,Front,1,0,0,601,2,0,4,0,Crossbreed,Crossbreed,2,4,1,Moderate,1.5,0,7,2,1,1,1,1,1,3,0,0,2,2,0,1,0,0,0,0,234,197,Rajshahi,Rajshahi,1,"235,000",5.37,Semi-intensive,3,March,1,1,12,4,River type,1,2,3,0,0,0,0,0,3,4,1,1,4,3,1,0
278,Bhola,F96A2HR,Staphylococcus aureus ,Staphylococcus aureus,0,150,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,1,Single,F96A2HR,HR,Right,Hind,1,0,0,150,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,,,4,1,2,1,1,1,1,3,0,0,1,1,0,1,0,0,0,0,96,65,Bhola,Bhola,1,"521,000",5.72,Bathan,0,March,1,2,23,7,Both,0,1,1,0,0,1,0,0,3,4,1,1,4,2,0,0
919,Rajshahi,F200A4HR,Culture negative,Culture negative,0,511,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F200A4HR,HR,Right,Hind,1,0,0,511,4,0,4,0,Crossbreed,Crossbreed,2,4,1,Moderate,2,0,7,2,2,1,1,1,1,3,0,0,1,1,0,0,0,0,0,0,200,163,Rajshahi,Rajshahi,0,"88,000",4.94,Semi-intensive,3,February,0,0,19,5,Swamp type,2,1,3,2,0,1,0,0,3,5,1,1,4,2,1,0
993,Rajshahi,F215A2FL,Culture negative,Culture negative,1,550,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F215A2FL,FL,Left,Front,1,0,0,550,2,1,5,1,Crossbreed,Crossbreed,2,4,1,Moderate,2,0,9,2,1,1,1,1,1,3,0,0,1,2,0,0,0,0,0,0,215,178,Rajshahi,Rajshahi,0,"101,000",5,Semi-intensive,3,February,0,2,33,21,River type,1,2,3,0,0,0,0,0,3,6,1,1,4,3,1,0
992,Rajshahi,F215A1FL,Micrococcus luteus ,Micrococcus ,0,549,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Single,F215A1FL,FL,Left,Front,1,0,0,549,1,0,5,1,Crossbreed,Crossbreed,2,4,1,Moderate,2,0,9,2,1,1,1,1,1,3,0,0,2,2,0,0,0,0,0,0,215,178,Rajshahi,Rajshahi,0,"101,000",5,Semi-intensive,3,February,0,2,33,21,River type,1,2,3,0,0,0,0,0,3,6,1,1,4,3,1,0
86,Sandwip,F47A4FL,Culture negative,Culture negative,0,55,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F47A4FL,FL,Left,Front,1,0,0,55,4,1,3.5,0,Indigenous,Indigenous,1,4,1,Moderate,2,0,4,1,2,1,1,1,1,2,0,0,1,2,0,0,0,0,0,0,47,18,Chattogram,Sandwip,0,"145,000",5.16,Bathan,0,February,0,2,24,8,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
328,Bhola,F106A1HL,Culture negative,Culture negative,0,171,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F106A1HL,HL,Left,Hind,1,0,0,171,1,0,4,0,Indigenous,Indigenous,1,4,1,Moderate,,,8,2,1,1,1,1,1,3,0,0,,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
330,Bhola,F106A2FL,Culture negative,Culture negative,0,172,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F106A2FL,FL,Left,Front,1,1,0,172,2,1,4,0,Indigenous,Indigenous,1,4,1,Moderate,1.5,0,8,2,2,1,1,1,1,3,0,0,1,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
87,Sandwip,F47A4HL,Culture negative,Culture negative,1,55,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F47A4HL,HL,Left,Hind,1,0,0,55,4,1,3.5,0,Indigenous,Indigenous,1,4,1,Moderate,2,0,4,1,2,1,1,1,1,2,0,0,1,2,0,0,0,0,0,0,47,18,Chattogram,Sandwip,0,"145,000",5.16,Bathan,0,February,0,2,24,8,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
331,Bhola,F106A2FR,Culture negative,Culture negative,1,172,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F106A2FR,FR,Right,Front,1,0,0,172,2,1,4,0,Indigenous,Indigenous,1,4,1,Moderate,1.5,0,8,2,2,1,1,1,1,3,0,0,1,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
49,Sandwip,F41A2FL,Culture negative,Culture negative,1,32,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F41A2FL,FL,Left,Front,1,0,0,32,2,1,4,0,Crossbreed,Crossbreed,2,4,1,Moderate,1.5,0,1,0,2,1,1,1,1,,0,0,2,2,0,0,0,0,0,0,41,12,Chattogram,Sandwip,1,"367,000",5.56,Bathan,0,February,0,1,40,10,Both,0,2,3,1,0,,0,0,3,7,1,1,4,2,0,0
51,Sandwip,F41A2HR,Rothia terrae ,Rothia ,0,32,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Single,F41A2HR,HR,Right,Hind,2,0,0,32,2,1,4,0,Crossbreed,Crossbreed,2,4,1,Moderate,1.5,0,1,0,2,1,1,1,1,,0,0,2,2,0,0,0,0,0,0,41,12,Chattogram,Sandwip,1,"367,000",5.56,Bathan,0,February,0,1,40,10,Both,0,2,3,1,0,,0,0,3,7,1,1,4,2,0,0
85,Sandwip,F47A3FL,Not-identified ,Not-identified ,0,54,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,1,,F47A3FL,FL,Left,Front,1,0,0,54,3,0,3.5,0,Indigenous,Indigenous,1,4,1,Moderate,2,0,3,0,2,1,1,1,1,3,0,0,1,2,0,0,0,0,0,0,47,18,Chattogram,Sandwip,0,"145,000",5.16,Bathan,0,February,0,2,24,8,River type,1,1,1,0,0,1,0,0,3,7,1,1,4,3,0,0
329,Bhola,F106A1HR,Not-identified ,Not-identified ,0,171,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,1,,F106A1HR,HR,Right,Hind,1,0,0,171,1,0,4,0,Indigenous,Indigenous,1,4,1,Moderate,,,8,2,1,1,1,1,1,3,0,0,,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
332,Bhola,F106A3FL,Not-identified ,Not-identified ,1,173,,,Not-identified ,6,1,0,0,0,0,0,0,1,0,,2,,F106A3FL,FL,Left,Front,1,0,0,173,3,1,4,0,Crossbreed,Crossbreed,2,4,1,Moderate,0.75,0,8,2,2,1,1,1,1,3,0,0,1,3,0,1,1,0,0,0,106,73,Bhola,Bhola,1,"270,000",5.43,Semi-Bathan,1,March,1,1,27,6,River type,1,1,1,2,0,1,0,0,3,7,1,1,4,2,0,1
456,IV-B,F114A2FR,Culture negative,Culture negative,0,230,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F114A2FR,FR,Right,Front,1,0,0,230,2,0,4,0,Mediterranean,Crossbreed,2,4,1,Moderate,3,1,1,0,2,1,1,1,1,3,0,0,1,2,0,0,0,0,0,0,114,79,Mymensingh,IV-B,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Jamalpur,F144A5HL,Culture negative,Culture negative,0,347,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F144A5HL,HL,Left,Hind,1,1,0,347,5,0,6,1,Indigenous,Indigenous,1,4,1,Moderate,,,5,1,1,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,144,108,Jamalpur,Jamalpur,0,"73,000",4.86,Semi-Bathan,1,December,0,0,42,20,River type,1,2,3,2,0,0,0,0,3,1,1,2,4,2,,1
467,IV-B,F116A1FR,Culture negative,Culture negative,0,235,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F116A1FR,FR,Right,Front,1,0,0,235,1,1,5,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,8,2,2,2,2,2,1,3,0,0,2,2,0,1,1,0,0,0,116,81,Mymensingh,IV-B,0,"192,000",5.28,Bathan,0,November,2,0,14,4,Swamp type,2,2,1,0,0,0,0,0,3,1,1,1,4,3,1,0
1249,Noakhali,F258A6HL,Culture negative,Culture negative,0,695,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F258A6HL,HL,Left,Hind,1,0,0,695,6,1,7,2,Indigenous,Indigenous,1,4,1,Moderate,1.5,0,5,1,2,2,2,2,2,3,0,0,1,2,1,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
1250,Noakhali,F258A6HR,Culture negative,Culture negative,0,695,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F258A6HR,HR,Right,Hind,1,0,0,695,6,1,7,2,Indigenous,Indigenous,1,4,1,Moderate,1.5,0,5,1,2,2,2,2,2,3,0,0,1,2,1,0,0,0,0,0,258,221,Noakhali,Noakhali,1,"304,000",5.48,Semi-intensive,3,March,1,1,157,35,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,1,0
8,Sandwip,F32A3FL,Culture negative,Culture negative,0,7,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F32A3FL,FL,Left,Front,3,0,1,7,3,0,5,1,Crossbreed,Crossbreed,2,4,1,Moderate,5,1,12,3,1,2,2,2,2,1,0,1,1,2,0,0,0,0,0,0,32,3,Chattogram,Sandwip,1,"307,000",5.49,Bathan,0,February,0,1,25,4,Both,0,1,3,2,0,1,0,0,3,1,1,1,4,3,0,0
9,Sandwip,F32A3FR,Culture negative,Culture negative,0,7,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F32A3FR,FR,Right,Front,3,0,0,7,3,0,5,1,Crossbreed,Crossbreed,2,4,1,Moderate,5,1,12,3,1,2,2,2,2,1,0,1,1,2,0,0,0,0,0,0,32,3,Chattogram,Sandwip,1,"307,000",5.49,Bathan,0,February,0,1,25,4,Both,0,1,3,2,0,1,0,0,3,1,1,1,4,3,0,0
942,Rajshahi,F207A1FR,Culture negative,Culture negative,0,526,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F207A1FR,FR,Right,Front,1,0,0,526,1,0,5,1,Crossbreed,Crossbreed,2,4,1,Moderate,1.5,0,7,2,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,207,170,Rajshahi,Rajshahi,1,"362,000",5.56,Semi-intensive,3,February,0,2,24,6,River type,1,2,3,2,0,1,0,0,3,1,1,1,4,3,0,1
466,IV-B,F116A1FL,Culture negative,Culture negative,1,235,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F116A1FL,FL,Left,Front,1,0,0,235,1,1,5,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,8,2,2,2,2,2,1,3,0,0,2,2,0,1,1,0,0,0,116,81,Mymensingh,IV-B,0,"192,000",5.28,Bathan,0,November,2,0,14,4,Swamp type,2,2,1,0,0,0,0,0,3,1,1,1,4,3,1,0
1379,Noakhali,F282A1FR,Culture negative,Culture negative,1,767,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F282A1FR,FR,Right,Front,1,0,0,767,1,1,6,1,Crossbreed,Crossbreed,2,4,1,Moderate,2,0,4,1,2,2,2,2,1,3,0,0,1,1,0,1,1,0,0,0,282,243,Noakhali,Noakhali,1,"371,000",5.57,Semi-Bathan,1,April,1,1,88,20,River type,1,1,1,0,0,0,0,0,3,1,1,1,4,3,1,0
1380,Noakhali,F282A1HR,Culture negative,Culture negative,1,767,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,4,Culture negative,F282A1HR,HR,Right,Hind,1,0,0,767,1,1,6,1,Crossbreed,Crossbreed,2,4,1,Moderate,2,0,4,1,2,2,2,2,1,3,0,0,1,1,0,1,1,0,0,0,282,243,Noakhali,Noakhali,1,"371,000",5.57,Semi-Bathan,1,April,1,1,88,20,River type,1,1,1,0,0,0,0,0,3,1,1,1,4,3,1,0
497,IV-B,F123A3FR,Culture negative,Culture negative,0,251,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F123A3FR,FR,Right,Front,1,0,0,251,3,0,6,1,Crossbreed,Crossbreed,2,4,1,Moderate,3,1,2,0,2,2,2,2,1,3,0,0,1,2,0,1,0,0,0,0,123,87,Mymensingh,IV-B,0,"91,000",4.96,Semi-Bathan,1,November,2,2,15,3,River type,1,2,"1,2",2,0,1,0,0,3,2,2,1,4,3,1,0
102,Sandwip,F52A1FR,Culture negative,Culture negative,0,64,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F52A1FR,FR,Right,Front,1,0,0,64,1,0,6,1,Crossbreed,Crossbreed,2,4,1,Moderate,1,0,1,0,2,2,2,2,1,3,0,0,3,2,0,0,0,0,0,0,52,22,Chattogram,Sandwip,0,"151,000",5.18,Bathan,0,February,0,2,30,5,River type,1,2,3,2,0,0,0,0,3,2,2,1,4,3,0,0
1300,Noakhali,F267A1HL,Culture negative,Culture negative,0,722,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F267A1HL,HL,Left,Hind,1,0,0,722,1,0,7,2,Indigenous,Indigenous,1,4,1,Moderate,2,0,6,1,2,2,2,2,1,3,0,0,1,,0,0,1,0,0,0,267,230,Noakhali,Noakhali,1,"262,000",5.42,Semi-intensive,3,March,1,3,50,17,River type,1,2,1,0,0,1,0,0,3,2,2,2,4,3,0,0
1175,Noakhali,F252A1FL,Culture negative,Culture negative,0,647,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F252A1FL,FL,Left,Front,2,0,0,647,1,0,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,8,2,2,2,2,2,1,3,0,0,1,1,0,1,0,0,0,0,252,215,Noakhali,Noakhali,1,"604,000",5.78,Semi-Bathan,1,March,1,1,33,7,River type,1,1,1,1,0,1,0,0,3,2,2,1,4,3,1,0
214,Bhola,F81A2HR,Culture negative,Culture negative,0,120,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F81A2HR,HR,Right,Hind,1,0,0,120,2,1,12,3,Indigenous,Indigenous,1,4,1,Moderate,1.15,0,6,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,81,50,Bhola,Bhola,1,"774,000",5.89,Household,2,March,1,0,13,3,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,2,0,0
763,Sylhet,F164A1FL,Culture negative,Culture negative,1,411,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F164A1FL,FL,Left,Front,1,0,0,411,1,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,4,1,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,164,128,Moulvibazar,Sylhet,0,"131,000",5.12,Semi-Bathan,1,January,0,0,22,3,Both,0,1,1,2,0,0,0,0,3,2,2,1,4,3,0,0
1323,Noakhali,F270A3FL,Culture negative,Culture negative,1,734,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,3,Culture negative,F270A3FL,FL,Left,Front,1,0,0,734,3,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,6,1,1,2,2,2,1,3,0,0,4,1,0,1,1,0,0,0,270,233,Noakhali,Noakhali,1,"438,000",5.64,Semi-Bathan,1,April,1,1,26,5,River type,1,1,1,2,0,0,0,0,3,2,2,1,4,3,,0
1325,Noakhali,F270A3HL,Culture negative,Culture negative,1,734,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F270A3HL,HL,Left,Hind,2,0,0,734,3,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,6,1,1,2,2,2,1,3,0,0,4,1,0,1,1,0,0,0,270,233,Noakhali,Noakhali,1,"438,000",5.64,Semi-Bathan,1,April,1,1,26,5,River type,1,1,1,2,0,0,0,0,3,2,2,1,4,3,,0
213,Bhola,F81A2FR,Culture negative,Culture negative,1,120,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F81A2FR,FR,Right,Front,1,0,0,120,2,1,12,3,Indigenous,Indigenous,1,4,1,Moderate,1.15,0,6,1,2,2,2,2,1,3,0,0,1,1,0,0,0,0,0,0,81,50,Bhola,Bhola,1,"774,000",5.89,Household,2,March,1,0,13,3,River type,1,1,1,2,0,1,0,0,3,2,2,1,4,2,0,0
764,Sylhet,F164A1FR,Pseudomonas stutzeri ,Pseudomonas,1,411,Gram negative,Gram negative,Gram-negative,3,1,0,0,0,1,0,0,0,0,4,2,Single,F164A1FR,FR,Right,Front,1,0,0,411,1,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,4,1,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,164,128,Moulvibazar,Sylhet,0,"131,000",5.12,Semi-Bathan,1,January,0,0,22,3,Both,0,1,1,2,0,0,0,0,3,2,2,1,4,3,0,0
765,Sylhet,F164A1HL,Micrococcus luteus ,Micrococcus ,1,411,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,3,Single,F164A1HL,HL,Left,Hind,1,0,0,411,1,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,4,1,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,164,128,Moulvibazar,Sylhet,0,"131,000",5.12,Semi-Bathan,1,January,0,0,22,3,Both,0,1,1,2,0,0,0,0,3,2,2,1,4,3,0,0
1324,Noakhali,F270A3FR,Staphylococcus aureus ,Staphylococcus aureus,1,734,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,3,Single,F270A3FR,FR,Right,Front,1,0,0,734,3,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,6,1,1,2,2,2,1,3,0,0,4,1,0,1,1,0,0,0,270,233,Noakhali,Noakhali,1,"438,000",5.64,Semi-Bathan,1,April,1,1,26,5,River type,1,1,1,2,0,0,0,0,3,2,2,1,4,3,,0
1326,Noakhali,F270A3HR,Staphylococcus aureus ,Staphylococcus aureus,1,734,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,3,Single,F270A3HR,HR,Right,Hind,1,0,0,734,3,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,6,1,1,2,2,2,1,3,0,0,4,1,0,1,1,0,0,0,270,233,Noakhali,Noakhali,1,"438,000",5.64,Semi-Bathan,1,April,1,1,26,5,River type,1,1,1,2,0,0,0,0,3,2,2,1,4,3,,0
898,Sylhet,F195A2HR,Culture negative,Culture negative,0,497,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F195A2HR,HR,Right,Hind,1,0,0,497,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2.5,0,2.5,0,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,195,158,Moulvibazar,Sylhet,0,"70,000",4.85,Semi-Bathan,1,January,0,1,,,Swamp type,2,1,1,3,0,1,0,0,3,4,1,1,4,3,1,0
151,Sandwip,F66A1FL,Culture negative,Culture negative,0,89,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F66A1FL,FL,Left,Front,1,0,0,89,1,0,6,1,Indigenous,Indigenous,1,4,1,Moderate,3,1,0.1,0,2,2,2,2,1,2,0,0,2,2,0,0,0,0,0,0,66,35,Chattogram,Sandwip,0,"110,000",5.04,Household,2,February,0,1,7,2,River type,1,2,1,2,0,0,0,0,3,4,1,1,4,3,0,0
743,Jamalpur,F158A2FR,Culture negative,Culture negative,0,396,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F158A2FR,FR,Right,Front,1,0,0,396,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,8,1,3,0,2,2,2,2,1,3,0,0,1,2,0,1,0,0,0,0,158,122,Jamalpur,Jamalpur,0,"118,000",5.07,Semi-intensive,3,December,0,,21,5,River type,1,2,3,2,0,0,0,0,3,4,1,2,4,3,0,1
847,Sylhet,F183A1HR,Culture negative,Culture negative,0,462,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F183A1HR,HR,Right,Hind,1,0,0,462,1,0,6,1,Indigenous,Indigenous,1,4,1,Moderate,3,1,6,1,2,2,2,2,1,3,0,0,1,3,0,1,0,0,0,0,183,146,Moulvibazar,Sylhet,0,"143,000",5.16,Semi-Bathan,1,January,0,0,39,8,Swamp type,2,1,1,2,0,0,0,0,3,4,1,1,4,3,1,0
896,Sylhet,F195A2FL,Culture negative,Culture negative,1,497,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F195A2FL,FL,Left,Front,1,0,0,497,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,2.5,0,2.5,0,2,2,2,2,1,3,0,0,1,3,0,0,0,0,0,0,195,158,Moulvibazar,Sylhet,0,"70,000",4.85,Semi-Bathan,1,January,0,1,,,Swamp type,2,1,1,3,0,1,0,0,3,4,1,1,4,3,1,0
742,Jamalpur,F158A2FL,Culture negative,Culture negative,1,396,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F158A2FL,FL,Left,Front,2,1,0,396,2,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,8,1,3,0,2,2,2,2,1,3,0,0,1,2,0,1,0,0,0,0,158,122,Jamalpur,Jamalpur,0,"118,000",5.07,Semi-intensive,3,December,0,,21,5,River type,1,2,3,2,0,0,0,0,3,4,1,2,4,3,0,1
838,Sylhet,F180A3FL,Staphylococcus aureus Ochrobactrum anthropi,Staphylococcus aureus,1,455,S. aureus,S. aureus,Staphylococcus aureus,5,1,0,0,0,0,0,1,0,0,2,2,Double,F180A3FL,FL,Left,Front,1,0,0,455,3,1,5,1,Indigenous,Indigenous,1,4,1,Moderate,2,0,2,0,2,2,2,2,1,3,0,0,1,2,0,0,0,0,0,0,180,143,Moulvibazar,Sylhet,0,"72,000",4.86,Semi-Bathan,1,January,0,1,37,,Swamp type,2,1,1,3,1,1,0,0,3,4,1,1,4,3,0,0
192,Bhola,F77A2FL,Culture negative,Culture negative,0,113,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F77A2FL,FL,Left,Front,1,0,0,113,2,0,8,2,Indigenous,Indigenous,1,4,1,Moderate,0.8,0,4,1,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,77,46,Bhola,Bhola,0,"150,000",5.18,Bathan,0,March,1,2,39,7,Both,0,1,1,2,0,1,0,0,3,5,1,1,4,2,1,0
43,Sandwip,F37A3FL,Culture negative,Culture negative,1,26,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,2,Culture negative,F37A3FL,FL,Left,Front,3,0,0,26,3,1,6,1,Indigenous,Indigenous,1,4,1,Moderate,3,1,3,0,2,2,2,2,1,2,0,0,2,2,0,0,0,0,0,1,37,8,Chattogram,Sandwip,1,"216,000",5.33,Bathan,0,February,0,1,24,4,Both,0,1,1,2,0,1,0,0,3,5,1,1,4,3,0,0
193,Bhola,F77A2FR,Micrococcus endophyticus ,Micrococcus ,0,113,Other bacteria,Other bacteria,Other bacteria,4,1,0,0,0,0,1,0,0,0,5,1,Single,F77A2FR,FR,Right,Front,1,0,0,113,2,0,8,2,Indigenous,Indigenous,1,4,1,Moderate,0.8,0,4,1,2,2,2,2,2,2,0,0,1,1,0,0,0,0,0,1,77,46,Bhola,Bhola,0,"150,000",5.18,Bathan,0,March,1,2,39,7,Both,0,1,1,2,0,1,0,0,3,5,1,1,4,2,1,0
1,Sandwip,F30A1FR,Culture negative,Culture negative,0,1,Culture negative,Culture negative,Culture negative,0,0,0,0,0,0,0,0,0,0,0,1,Culture negative,F30A1FR,FR,Right,Front,1,0,0,1,1,0,7,2,Indigenous,Indigenous,1,4,1,Moderate,2,0,7,2,2,2,2,2,1,1,0,0,1,2,0,0,0,0,0,0,30,1,Chattogram,Sandwip,0,"118,000",5.07,Bathan,0,February,0,1,47,3,Both,0,1,1,0,0,0,0,0,3,7,1,1,4,3,0,0
